"Station","Date","Air min","Air max","Degree-days","Accumulated DD","*","*"
TRNQULTY.A,02/22/2016,38,68,3.82,119.13,"",""
TRNQULTY.A,02/23/2016,36,73,5.64,124.78,"",""
TRNQULTY.A,02/24/2016,38,78,7.94,132.71,"",""
TRNQULTY.A,02/25/2016,40,78,8.18,140.90,"",""
TRNQULTY.A,02/26/2016,41,78,8.31,149.21,"",""
TRNQULTY.A,02/27/2016,49,73,7.31,156.52,"",""
TRNQULTY.A,02/28/2016,42,70,4.97,161.49,"",""
TRNQULTY.A,02/29/2016,42,74,6.68,168.17,"",""
TRNQULTY.A,03/01/2016,41,80,9.21,177.37,"",""
TRNQULTY.A,03/02/2016,44,78,8.75,186.13,"",""
TRNQULTY.A,03/03/2016,47,73,6.95,193.07,"",""
TRNQULTY.A,03/04/2016,46,72,6.34,199.41,"",""
TRNQULTY.A,03/05/2016,57,66,6.50,205.91,"",""
TRNQULTY.A,03/06/2016,47,66,3.81,209.72,"",""
TRNQULTY.A,03/07/2016,42,56,0.11,209.84,"",""
TRNQULTY.A,03/08/2016,37,64,2.29,212.12,"",""
TRNQULTY.A,03/09/2016,43,71,5.50,217.63,"",""
TRNQULTY.A,03/10/2016,45,75,7.54,225.17,"",""
TRNQULTY.A,03/11/2016,50,65,3.77,228.94,"",""
TRNQULTY.A,03/12/2016,43,65,3.02,231.95,"",""
TRNQULTY.A,03/13/2016,48,61,1.83,233.78,"",""
TRNQULTY.A,03/14/2016,45,65,3.18,236.96,"",""
TRNQULTY.A,03/15/2016,38,67,3.43,240.40,"",""
TRNQULTY.A,03/16/2016,38,72,5.41,245.81,"",""
TRNQULTY.A,03/17/2016,41,78,8.31,254.12,"",""
TRNQULTY.A,03/18/2016,44,79,9.21,263.33,"",""
TRNQULTY.A,03/19/2016,47,78,9.27,272.61,"",""
TRNQULTY.A,03/20/2016,48,80,10.42,283.03,"",""
TRNQULTY.A,03/21/2016,53,74,8.76,291.79,"",""
TRNQULTY.A,03/22/2016,39,67,3.50,295.29,"",""
TRNQULTY.A,03/23/2016,37,69,4.13,299.43,"",""
TRNQULTY.A,03/24/2016,39,77,7.62,307.05,"",""
TRNQULTY.A,03/25/2016,42,77,8.01,315.06,"",""
TRNQULTY.A,03/26/2016,43,78,8.60,323.65,"",""
TRNQULTY.A,03/27/2016,43,80,9.51,333.16,"",""
TRNQULTY.A,03/28/2016,44,64,2.70,335.86,"",""
TRNQULTY.A,03/29/2016,33,68,3.51,339.36,"",""
TRNQULTY.A,03/30/2016,37,72,5.32,344.69,"",""
TRNQULTY.A,03/31/2016,41,77,7.87,352.56,"",""
TRNQULTY.A,04/01/2016,41,79,8.76,361.32,"",""
TRNQULTY.A,04/02/2016,45,83,11.24,372.56,"",""
TRNQULTY.A,04/03/2016,49,84,12.57,385.13,"",""
TRNQULTY.A,04/04/2016,50,84,12.83,397.96,"",""
TRNQULTY.A,04/05/2016,48,83,11.86,409.81,"",""
TRNQULTY.A,04/06/2016,44,89,13.87,423.68,"",""
TRNQULTY.A,04/07/2016,53,84,13.72,437.40,"",""
TRNQULTY.A,04/08/2016,45,75,7.54,444.94,"A","A"
TRNQULTY.A,04/09/2016,58,66,7.00,451.94,"",""
TRNQULTY.A,04/10/2016,56,69,7.50,459.44,"",""
TRNQULTY.A,04/11/2016,51,75,8.71,468.15,"",""
TRNQULTY.A,04/12/2016,51,74,8.22,476.37,"",""
TRNQULTY.A,04/13/2016,47,75,7.87,484.24,"",""
TRNQULTY.A,04/14/2016,48,71,6.19,490.44,"",""
TRNQULTY.A,04/15/2016,47,74,7.41,497.85,"",""
TRNQULTY.A,04/16/2016,42,80,9.35,507.20,"",""
TRNQULTY.A,04/17/2016,43,91,14.62,521.81,"",""
TRNQULTY.A,04/18/2016,53,91,17.20,539.01,"",""
TRNQULTY.A,04/19/2016,57,91,19.00,558.01,"",""
TRNQULTY.A,04/20/2016,50,89,15.27,573.28,"",""
TRNQULTY.A,04/21/2016,52,86,14.38,587.66,"",""
TRNQULTY.A,04/22/2016,51,76,9.19,596.85,"",""
TRNQULTY.A,04/23/2016,41,75,7.00,603.85,"",""
TRNQULTY.A,04/24/2016,50,77,9.43,613.28,"",""
TRNQULTY.A,04/25/2016,49,70,5.90,619.18,"",""
TRNQULTY.A,04/26/2016,39,76,7.19,626.38,"",""
TRNQULTY.A,04/27/2016,46,77,8.62,635.00,"",""
TRNQULTY.A,04/28/2016,45,75,7.54,642.54,"",""
TRNQULTY.A,04/29/2016,46,83,11.43,653.98,"",""
TRNQULTY.A,04/30/2016,54,83,13.58,667.55,"",""
TRNQULTY.A,05/01/2016,46,88,13.81,681.36,"",""
TRNQULTY.A,05/02/2016,50,88,14.78,696.14,"",""
TRNQULTY.A,05/03/2016,56,88,17.00,713.14,"",""
TRNQULTY.A,05/04/2016,59,84,16.50,729.64,"",""
TRNQULTY.A,05/05/2016,55,74,9.50,739.14,"",""
TRNQULTY.A,05/06/2016,52,70,6.53,745.67,"",""
TRNQULTY.A,05/07/2016,50,71,6.56,752.24,"",""
TRNQULTY.A,05/08/2016,54,75,9.59,761.83,"",""
TRNQULTY.A,05/09/2016,55,85,15.00,776.83,"",""
TRNQULTY.A,05/10/2016,54,86,15.08,791.90,"",""
TRNQULTY.A,05/11/2016,56,91,18.50,810.40,"",""
TRNQULTY.A,05/12/2016,59,95,21.93,832.33,"",""
TRNQULTY.A,05/13/2016,58,92,20.00,852.33,"",""
TRNQULTY.A,05/14/2016,51,83,12.61,864.94,"",""
TRNQULTY.A,05/15/2016,52,85,13.89,878.83,"",""
TRNQULTY.A,05/16/2016,69,93,26.00,904.83,"",""
TRNQULTY.A,05/17/2016,56,92,19.00,923.83,"",""
TRNQULTY.A,05/18/2016,58,94,21.00,944.83,"1","1"
TRNQULTY.A,05/19/2016,56,91,18.50,963.33,"",""
TRNQULTY.A,05/20/2016,53,74,8.76,972.09,"",""
TRNQULTY.A,05/21/2016,43,74,6.81,978.90,"",""
TRNQULTY.A,05/22/2016,43,79,9.05,987.95,"",""
TRNQULTY.A,05/23/2016,48,80,10.42,998.38,"",""
TRNQULTY.A,05/24/2016,48,78,9.47,1007.85,"",""
TRNQULTY.A,05/25/2016,52,84,13.39,1021.24,"",""
TRNQULTY.A,05/26/2016,49,86,13.54,1034.78,"",""
TRNQULTY.A,05/27/2016,54,91,17.57,1052.35,"",""
TRNQULTY.A,05/28/2016,55,93,19.00,1071.35,"",""
TRNQULTY.A,05/29/2016,61,96,23.30,1094.65,"",""
TRNQULTY.A,05/30/2016,60,98,23.44,1118.09,"",""
TRNQULTY.A,05/31/2016,60,102,24.49,1142.58,"",""
TRNQULTY.A,06/01/2016,63,105,26.54,1169.12,"",""
TRNQULTY.A,06/02/2016,61,103,25.19,1194.31,"",""
TRNQULTY.A,06/03/2016,60,104,24.93,1219.24,"",""
TRNQULTY.A,06/04/2016,67,106,28.58,1247.82,"",""
TRNQULTY.A,06/05/2016,65,104,27.29,1275.11,"",""
TRNQULTY.A,06/06/2016,64,104,26.82,1301.93,"",""
TRNQULTY.A,06/07/2016,63,102,25.93,1327.86,"",""
TRNQULTY.A,06/08/2016,61,97,23.63,1351.49,"",""
TRNQULTY.A,06/09/2016,57,93,20.00,1371.49,"",""
TRNQULTY.A,06/10/2016,61,89,20.00,1391.49,"",""
TRNQULTY.A,06/11/2016,54,87,15.57,1407.06,"",""
TRNQULTY.A,06/12/2016,64,90,22.00,1429.06,"",""
TRNQULTY.A,06/13/2016,59,94,21.50,1450.56,"",""
TRNQULTY.A,06/14/2016,49,86,13.54,1464.10,"",""
TRNQULTY.A,06/15/2016,49,79,10.16,1474.27,"",""
TRNQULTY.A,06/16/2016,49,83,12.09,1486.36,"",""
TRNQULTY.A,06/17/2016,55,89,17.00,1503.36,"",""
TRNQULTY.A,06/18/2016,60,87,18.50,1521.86,"",""
TRNQULTY.A,06/19/2016,62,95,23.43,1545.28,"",""
TRNQULTY.A,06/20/2016,62,99,24.71,1569.99,"",""
TRNQULTY.A,06/21/2016,62,102,25.45,1595.44,"",""
TRNQULTY.A,06/22/2016,64,102,26.41,1621.85,"",""
TRNQULTY.A,06/23/2016,59,100,23.51,1645.36,"",""
TRNQULTY.A,06/24/2016,62,94,23.00,1668.36,"",""
TRNQULTY.A,06/25/2016,57,99,22.26,1690.62,"",""
TRNQULTY.A,06/26/2016,60,106,25.32,1715.94,"",""
TRNQULTY.A,06/27/2016,68,105,28.87,1744.81,"",""
TRNQULTY.A,06/28/2016,67,106,28.58,1773.39,"",""
TRNQULTY.A,06/29/2016,69,105,29.33,1802.72,"",""
TRNQULTY.A,06/30/2016,60,93,21.50,1824.22,"A","A"
TRNQULTY.A,07/01/2016,76,105,32.50,1856.72,"",""
TRNQULTY.A,07/02/2016,66,101,27.14,1883.86,"",""
TRNQULTY.A,07/03/2016,63,100,25.46,1909.32,"",""
TRNQULTY.A,07/04/2016,63,99,25.20,1934.52,"",""
TRNQULTY.A,07/05/2016,61,96,23.30,1957.82,"",""
TRNQULTY.A,07/06/2016,55,96,20.31,1978.13,"",""
TRNQULTY.A,07/07/2016,58,94,21.00,1999.13,"",""
TRNQULTY.A,07/08/2016,59,94,21.50,2020.63,"",""
TRNQULTY.A,07/09/2016,62,94,23.00,2043.63,"",""
TRNQULTY.A,07/10/2016,54,89,16.57,2060.20,"",""
TRNQULTY.A,07/11/2016,54,93,18.57,2078.77,"",""
TRNQULTY.A,07/12/2016,59,96,22.30,2101.07,"",""
TRNQULTY.A,07/13/2016,58,99,22.75,2123.82,"",""
TRNQULTY.A,07/14/2016,64,103,26.62,2150.44,"",""
TRNQULTY.A,07/15/2016,65,102,26.88,2177.32,"",""
TRNQULTY.A,07/16/2016,61,99,24.22,2201.54,"",""
TRNQULTY.A,07/17/2016,57,98,21.96,2223.51,"",""
TRNQULTY.A,07/18/2016,57,93,20.00,2243.51,"",""
TRNQULTY.A,07/19/2016,58,93,20.50,2264.01,"",""
TRNQULTY.A,07/20/2016,59,96,22.30,2286.31,"",""
TRNQULTY.A,07/21/2016,61,97,23.63,2309.94,"",""
TRNQULTY.A,07/22/2016,60,99,23.73,2333.67,"",""
TRNQULTY.A,07/23/2016,59,102,24.01,2357.67,"",""
TRNQULTY.A,07/24/2016,62,105,26.07,2383.75,"",""
TRNQULTY.A,07/25/2016,65,104,27.29,2411.04,"",""
TRNQULTY.A,07/26/2016,67,105,28.41,2439.44,"",""
TRNQULTY.A,07/27/2016,64,97,25.11,2464.56,"A","A"
TRNQULTY.A,07/28/2016,73,106,31.30,2495.86,"",""
TRNQULTY.A,07/29/2016,72,107,30.99,2526.85,"",""
TRNQULTY.A,07/30/2016,63,96,24.29,2551.14,"A","A"
TRNQULTY.A,07/31/2016,68,103,28.51,2579.65,"",""
TRNQULTY.A,08/01/2016,65,99,26.17,2605.82,"",""
TRNQULTY.A,08/02/2016,63,98,24.92,2630.74,"",""
TRNQULTY.A,08/03/2016,61,101,24.73,2655.48,"",""
TRNQULTY.A,08/04/2016,61,98,23.94,2679.41,"",""
TRNQULTY.A,08/05/2016,56,91,18.50,2697.91,"",""
TRNQULTY.A,08/06/2016,56,96,20.81,2718.72,"",""
TRNQULTY.A,08/07/2016,63,95,23.92,2742.65,"A","A"
TRNQULTY.A,08/08/2016,55,98,20.98,2763.62,"",""
TRNQULTY.A,08/09/2016,57,94,20.50,2784.12,"",""
TRNQULTY.A,08/10/2016,58,98,22.46,2806.58,"",""
TRNQULTY.A,08/11/2016,62,99,24.71,2831.29,"",""
TRNQULTY.A,08/12/2016,63,100,25.46,2856.75,"",""
TRNQULTY.A,08/13/2016,65,104,27.29,2884.04,"",""
TRNQULTY.A,08/14/2016,66,106,28.12,2912.16,"",""
TRNQULTY.A,08/15/2016,67,100,27.39,2939.55,"",""
TRNQULTY.A,08/16/2016,70,102,29.26,2968.80,"",""
TRNQULTY.A,08/17/2016,63,104,26.35,2995.15,"",""
TRNQULTY.A,08/18/2016,64,101,26.18,3021.33,"",""
TRNQULTY.A,08/19/2016,63,99,25.20,3046.53,"",""
TRNQULTY.A,08/20/2016,65,100,26.43,3072.96,"",""
TRNQULTY.A,08/21/2016,66,99,26.66,3099.62,"",""
TRNQULTY.A,08/22/2016,67,96,26.28,3125.90,"",""
TRNQULTY.A,08/23/2016,64,97,25.11,3151.01,"",""
TRNQULTY.A,08/24/2016,61,96,23.30,3174.30,"",""
TRNQULTY.A,08/25/2016,60,95,22.43,3196.73,"",""
TRNQULTY.A,08/26/2016,57,89,18.00,3214.73,"",""
TRNQULTY.A,08/27/2016,56,90,18.00,3232.73,"",""
TRNQULTY.A,08/28/2016,58,92,20.00,3252.73,"",""
TRNQULTY.A,08/29/2016,58,95,21.43,3274.16,"",""
TRNQULTY.A,08/30/2016,58,96,21.80,3295.97,"",""
TRNQULTY.A,08/31/2016,68,94,26.00,3321.97,"",""
TRNQULTY.A,09/01/2016,58,94,21.00,3342.97,"",""
TRNQULTY.A,09/02/2016,57,95,20.93,3363.90,"",""
TRNQULTY.A,09/03/2016,58,90,19.00,3382.90,"",""
TRNQULTY.A,09/04/2016,46,84,11.91,3394.80,"",""
TRNQULTY.A,09/05/2016,51,87,14.57,3409.38,"",""
TRNQULTY.A,09/06/2016,54,94,19.07,3428.44,"",""
TRNQULTY.A,09/07/2016,55,96,20.31,3448.76,"",""
TRNQULTY.A,09/08/2016,58,96,21.80,3470.56,"",""
TRNQULTY.A,09/09/2016,57,97,21.65,3492.21,"",""
TRNQULTY.A,09/10/2016,61,98,23.94,3516.14,"",""
TRNQULTY.A,09/11/2016,64,95,24.42,3540.57,"",""
TRNQULTY.A,09/12/2016,56,87,16.50,3557.07,"",""
TRNQULTY.A,09/13/2016,47,76,8.34,3565.40,"",""
TRNQULTY.A,09/14/2016,49,82,11.61,3577.01,"",""
TRNQULTY.A,09/15/2016,55,88,16.50,3593.51,"",""
TRNQULTY.A,09/16/2016,54,91,17.57,3611.08,"",""
TRNQULTY.A,09/17/2016,56,97,21.15,3632.23,"",""
TRNQULTY.A,09/18/2016,58,87,17.50,3649.73,"A","A"
TRNQULTY.A,09/19/2016,56,105,23.23,3672.97,"",""
TRNQULTY.A,09/20/2016,63,96,24.29,3697.26,"",""
TRNQULTY.A,09/21/2016,55,91,18.00,3715.26,"",""
TRNQULTY.A,09/22/2016,44,77,8.30,3723.56,"",""
TRNQULTY.A,09/23/2016,50,83,12.34,3735.89,"",""
TRNQULTY.A,09/24/2016,57,88,17.50,3753.39,"A","A"
TRNQULTY.A,09/25/2016,53,95,19.12,3772.51,"",""
TRNQULTY.A,09/26/2016,55,101,21.82,3794.34,"",""
TRNQULTY.A,09/27/2016,58,100,23.02,3817.36,"",""
TRNQULTY.A,09/28/2016,57,99,22.26,3839.62,"",""
TRNQULTY.A,09/29/2016,60,94,22.00,3861.62,"",""
TRNQULTY.A,09/30/2016,56,88,17.00,3878.62,"",""
TRNQULTY.A,10/01/2016,50,80,10.88,3889.50,"",""
TRNQULTY.A,10/02/2016,49,77,9.21,3898.71,"",""
TRNQULTY.A,10/03/2016,46,72,6.34,3905.04,"",""
TRNQULTY.A,10/04/2016,47,75,7.87,3912.91,"",""
TRNQULTY.A,10/05/2016,47,77,8.80,3921.72,"",""
TRNQULTY.A,10/06/2016,46,80,10.02,3931.74,"",""
TRNQULTY.A,10/07/2016,54,83,13.58,3945.32,"A","A"
TRNQULTY.A,10/08/2016,48,90,15.23,3960.55,"",""
TRNQULTY.A,10/09/2016,49,93,16.95,3977.51,"",""
TRNQULTY.A,10/10/2016,53,88,15.70,3993.21,"",""
TRNQULTY.A,10/11/2016,51,79,10.65,4003.86,"",""
TRNQULTY.A,10/12/2016,52,82,12.41,4016.27,"",""
TRNQULTY.A,10/13/2016,50,81,11.37,4027.64,"",""
TRNQULTY.A,10/14/2016,55,78,11.50,4039.14,"",""
TRNQULTY.A,10/15/2016,54,87,15.57,4054.71,"",""
TRNQULTY.A,10/16/2016,60,80,15.00,4069.71,"",""
TRNQULTY.A,10/17/2016,54,75,9.59,4079.30,"",""
TRNQULTY.A,10/18/2016,44,75,7.39,4086.70,"",""
TRNQULTY.A,10/19/2016,50,76,8.95,4095.65,"",""
TRNQULTY.A,10/20/2016,44,83,11.06,4106.70,"",""
TRNQULTY.A,10/21/2016,45,85,12.18,4118.88,"",""
TRNQULTY.A,10/22/2016,48,85,12.82,4131.70,"",""
TRNQULTY.A,10/23/2016,50,86,13.80,4145.50,"",""
TRNQULTY.A,10/24/2016,52,77,9.95,4155.45,"",""
TRNQULTY.A,10/25/2016,53,83,13.22,4168.67,"",""
TRNQULTY.A,10/26/2016,46,86,12.86,4181.53,"",""
TRNQULTY.A,10/27/2016,52,71,7.01,4188.54,"",""
TRNQULTY.A,10/28/2016,56,71,8.50,4197.04,"",""
TRNQULTY.A,10/29/2016,55,78,11.50,4208.54,"",""
TRNQULTY.A,10/30/2016,52,75,8.97,4217.51,"",""
TRNQULTY.A,10/31/2016,47,70,5.58,4223.09,"",""
TRNQULTY.A,11/01/2016,51,70,6.30,4229.39,"",""
TRNQULTY.A,11/02/2016,45,74,7.09,4236.48,"",""
TRNQULTY.A,11/03/2016,47,77,8.80,4245.28,"",""
TRNQULTY.A,11/04/2016,44,75,7.39,4252.67,"1","1"
TRNQULTY.A,11/05/2016,45,77,8.46,4261.13,"1","1"
TRNQULTY.A,11/06/2016,50,75,8.47,4269.60,"",""
TRNQULTY.A,11/07/2016,50,76,8.95,4278.55,"",""
TRNQULTY.A,11/08/2016,49,79,10.16,4288.71,"",""
TRNQULTY.A,11/09/2016,56,78,12.00,4300.71,"",""
TRNQULTY.A,11/10/2016,49,84,12.57,4313.29,"",""
TRNQULTY.A,11/11/2016,50,86,13.80,4327.09,"",""
TRNQULTY.A,11/12/2016,53,78,10.74,4337.83,"",""
TRNQULTY.A,11/13/2016,46,78,9.09,4346.92,"",""
TRNQULTY.A,11/14/2016,45,79,9.38,4356.30,"",""
TRNQULTY.A,11/15/2016,44,75,7.39,4363.69,"",""
TRNQULTY.A,11/16/2016,43,66,3.41,4367.10,"",""
TRNQULTY.A,11/17/2016,38,63,1.99,4369.09,"",""
TRNQULTY.A,11/18/2016,33,73,5.40,4374.49,"",""
TRNQULTY.A,11/19/2016,37,79,8.25,4382.74,"",""
TRNQULTY.A,11/20/2016,46,58,0.65,4383.40,"",""
TRNQULTY.A,11/21/2016,49,63,2.75,4386.15,"",""
TRNQULTY.A,11/22/2016,42,64,2.56,4388.71,"",""
TRNQULTY.A,11/23/2016,40,62,1.74,4390.44,"A","A"
TRNQULTY.A,11/24/2016,35,61,1.25,4391.70,"",""
TRNQULTY.A,11/25/2016,33,60,0.93,4392.63,"",""
TRNQULTY.A,11/26/2016,37,57,0.27,4392.90,"",""
TRNQULTY.A,11/27/2016,43,59,0.87,4393.77,"",""
TRNQULTY.A,11/28/2016,46,58,0.65,4394.42,"",""
TRNQULTY.A,11/29/2016,39,56,0.10,4394.53,"",""
TRNQULTY.A,11/30/2016,35,60,0.97,4395.50,"",""
TRNQULTY.A,12/01/2016,40,59,0.80,4396.29,"",""
TRNQULTY.A,12/02/2016,34,56,0.09,4396.39,"",""
TRNQULTY.A,12/03/2016,30,60,0.88,4397.27,"",""
TRNQULTY.A,12/04/2016,33,62,1.50,4398.76,"",""
TRNQULTY.A,12/05/2016,36,61,1.28,4400.04,"",""
TRNQULTY.A,12/06/2016,41,57,0.30,4400.35,"",""
TRNQULTY.A,12/07/2016,34,52,0.00,4400.35,"",""
TRNQULTY.A,12/08/2016,46,60,1.32,4401.67,"",""
TRNQULTY.A,12/09/2016,50,69,5.62,4407.29,"",""
TRNQULTY.A,12/10/2016,56,68,7.00,4414.29,"",""
TRNQULTY.A,12/11/2016,48,61,1.83,4416.11,"",""
TRNQULTY.A,12/12/2016,37,56,0.10,4416.21,"A","A"
TRNQULTY.A,12/13/2016,46,67,4.13,4420.34,"",""
TRNQULTY.A,12/14/2016,37,54,0.00,4420.34,"A","A"
TRNQULTY.A,12/15/2016,37,55,0.00,4420.34,"A","A"
TRNQULTY.A,12/16/2016,37,58,0.49,4420.83,"",""
TRNQULTY.A,12/17/2016,31,52,0.00,4420.83,"",""
TRNQULTY.A,12/18/2016,39,54,0.00,4420.83,"A","A"
TRNQULTY.A,12/19/2016,26,53,0.00,4420.83,"",""
TRNQULTY.A,12/20/2016,28,57,0.22,4421.05,"",""
TRNQULTY.A,12/21/2016,29,58,0.41,4421.47,"",""
TRNQULTY.A,12/22/2016,31,61,1.16,4422.63,"",""
TRNQULTY.A,12/23/2016,36,54,0.00,4422.63,"",""
TRNQULTY.A,12/24/2016,33,53,0.00,4422.63,"",""
TRNQULTY.A,12/25/2016,31,52,0.00,4422.63,"",""
TRNQULTY.A,12/26/2016,30,53,0.00,4422.63,"",""
TRNQULTY.A,12/27/2016,29,56,0.08,4422.71,"",""
TRNQULTY.A,12/28/2016,29,56,0.08,4422.79,"",""
TRNQULTY.A,12/29/2016,28,60,0.85,4423.64,"",""
TRNQULTY.A,12/30/2016,39,52,0.00,4423.64,"",""
TRNQULTY.A,12/31/2016,36,48,0.00,4423.64,"",""
